date,sales,region,state,category,type,caffeination
6/1/11,109,West,WA,Espresso,Caffe Latte,Regular
6/1/11,132,West,WA,Espresso,Caffe Mocha,Regular
6/1/11,175,West,WA,Espresso,Decaf Espresso,Decaf
6/1/11,191,West,WA,Coffee,Columbian,Regular
6/1/11,262,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/11,288,Central,CO,Herbal Tea,Chamomile,Decaf
7/1/11,94,Central,CO,Herbal Tea,Lemon,Decaf
7/1/11,109,Central,CO,Herbal Tea,Mint,Decaf
7/1/11,114,Central,CO,Tea,Darjeeling,Regular
7/1/11,108,Central,CO,Tea,Earl Grey,Regular
7/1/11,93,Central,CO,Tea,Green Tea,Regular
7/1/11,254,Central,CO,Coffee,Amaretto,Regular
7/1/11,197,Central,CO,Coffee,Columbian,Regular
7/1/11,309,Central,CO,Coffee,Decaf Irish Cream,Decaf
7/1/11,228,Central,CO,Espresso,Caffe Mocha,Regular
7/1/11,130,Central,CO,Espresso,Decaf Espresso,Decaf
7/1/11,254,Central,IL,Herbal Tea,Chamomile,Decaf
7/1/11,197,Central,IL,Herbal Tea,Lemon,Decaf
7/1/11,309,Central,IL,Herbal Tea,Mint,Decaf
7/1/11,228,Central,IL,Tea,Darjeeling,Regular
7/1/11,130,Central,IL,Tea,Earl Grey,Regular
7/1/11,562,Central,IL,Coffee,Columbian,Regular
7/1/11,373,Central,IL,Coffee,Decaf Irish Cream,Decaf
7/1/11,672,Central,IL,Espresso,Caffe Mocha,Regular
7/1/11,527,Central,IL,Espresso,Decaf Espresso,Decaf
7/1/11,672,Central,IA,Herbal Tea,Chamomile,Decaf
7/1/11,373,Central,IA,Herbal Tea,Lemon,Decaf
7/1/11,527,Central,IA,Tea,Darjeeling,Regular
7/1/11,597,Central,IA,Tea,Earl Grey,Regular
7/1/11,60,Central,IA,Coffee,Amaretto,Regular
7/1/11,74,Central,IA,Coffee,Columbian,Regular
7/1/11,54,Central,IA,Coffee,Decaf Irish Cream,Decaf
7/1/11,49,Central,IA,Espresso,Caffe Mocha,Regular
7/1/11,43,Central,IA,Espresso,Decaf Espresso,Decaf
7/1/11,140,Central,MO,Herbal Tea,Chamomile,Decaf
7/1/11,167,Central,MO,Herbal Tea,Lemon,Decaf
7/1/11,102,Central,MO,Tea,Darjeeling,Regular
7/1/11,88,Central,MO,Tea,Earl Grey,Regular
7/1/11,81,Central,MO,Tea,Green Tea,Regular
7/1/11,167,Central,MO,Coffee,Columbian,Regular
7/1/11,131,Central,MO,Coffee,Decaf Irish Cream,Decaf
7/1/11,86,Central,MO,Espresso,Caffe Mocha,Regular
7/1/11,95,Central,MO,Espresso,Decaf Espresso,Decaf
7/1/11,44,Central,OH,Herbal Tea,Chamomile,Decaf
7/1/11,56,Central,OH,Herbal Tea,Lemon,Decaf
7/1/11,283,Central,OH,Tea,Darjeeling,Regular
7/1/11,333,Central,OH,Tea,Earl Grey,Regular
7/1/11,114,Central,OH,Espresso,Decaf Espresso,Decaf
7/1/11,109,Central,OH,Coffee,Amaretto,Regular
7/1/11,84,Central,OH,Coffee,Columbian,Regular
7/1/11,94,Central,OH,Coffee,Decaf Irish Cream,Decaf
7/1/11,288,Central,OH,Espresso,Caffe Mocha,Regular
7/1/11,103,Central,WI,Herbal Tea,Chamomile,Decaf
7/1/11,143,Central,WI,Herbal Tea,Lemon,Decaf
7/1/11,89,Central,WI,Tea,Darjeeling,Regular
7/1/11,112,Central,WI,Tea,Earl Grey,Regular
7/1/11,114,Central,WI,Espresso,Decaf Espresso,Decaf
7/1/11,132,Central,WI,Coffee,Amaretto,Regular
7/1/11,294,Central,WI,Coffee,Columbian,Regular
7/1/11,225,Central,WI,Coffee,Decaf Irish Cream,Decaf
7/1/11,187,Central,WI,Espresso,Caffe Mocha,Regular
7/1/11,167,East,CT,Herbal Tea,Lemon,Decaf
7/1/11,131,East,CT,Herbal Tea,Mint,Decaf
7/1/11,86,East,CT,Tea,Darjeeling,Regular
7/1/11,51,East,CT,Tea,Green Tea,Regular
7/1/11,112,East,CT,Espresso,Caffe Mocha,Regular
7/1/11,99,East,CT,Espresso,Decaf Espresso,Decaf
7/1/11,223,East,CT,Coffee,Columbian,Regular
7/1/11,114,East,FL,Herbal Tea,Chamomile,Decaf
7/1/11,132,East,FL,Herbal Tea,Lemon,Decaf
7/1/11,187,East,FL,Herbal Tea,Mint,Decaf
7/1/11,109,East,FL,Tea,Darjeeling,Regular
7/1/11,143,East,FL,Tea,Green Tea,Regular
7/1/11,294,East,FL,Espresso,Caffe Mocha,Regular
7/1/11,225,East,FL,Espresso,Decaf Espresso,Decaf
7/1/11,283,East,FL,Coffee,Columbian,Regular
7/1/11,333,East,FL,Coffee,Decaf Irish Cream,Decaf
7/1/11,114,East,MA,Herbal Tea,Lemon,Decaf
7/1/11,56,East,MA,Tea,Darjeeling,Regular
7/1/11,44,East,MA,Tea,Green Tea,Regular
7/1/11,110,East,MA,Espresso,Caffe Mocha,Regular
7/1/11,288,East,MA,Espresso,Regular Espresso,Regular
7/1/11,659,East,MA,Coffee,Columbian,Regular
7/1/11,81,East,NH,Herbal Tea,Lemon,Decaf
7/1/11,60,East,NH,Tea,Darjeeling,Regular
7/1/11,43,East,NH,Tea,Green Tea,Regular
7/1/11,140,East,NH,Espresso,Caffe Mocha,Regular
7/1/11,88,East,NH,Espresso,Regular Espresso,Regular
7/1/11,150,East,NH,Coffee,Amaretto,Regular
7/1/11,159,East,NH,Coffee,Columbian,Regular
7/1/11,786,East,NY,Herbal Tea,Lemon,Decaf
7/1/11,196,East,NY,Herbal Tea,Mint,Decaf
7/1/11,309,East,NY,Tea,Darjeeling,Regular
7/1/11,254,East,NY,Tea,Earl Grey,Regular
7/1/11,228,East,NY,Tea,Green Tea,Regular
7/1/11,76,East,NY,Espresso,Caffe Mocha,Regular
7/1/11,541,East,NY,Espresso,Regular Espresso,Regular
7/1/11,904,East,NY,Coffee,Columbian,Regular
7/1/11,105,South,LA,Herbal Tea,Chamomile,Decaf
7/1/11,167,South,LA,Herbal Tea,Lemon,Decaf
7/1/11,98,South,LA,Coffee,Columbian,Regular
7/1/11,143,South,LA,Coffee,Decaf Irish Cream,Decaf
7/1/11,112,South,LA,Espresso,Caffe Latte,Regular
7/1/11,103,South,LA,Espresso,Caffe Mocha,Regular
7/1/11,89,South,LA,Espresso,Decaf Espresso,Decaf
7/1/11,60,South,NM,Herbal Tea,Chamomile,Decaf
7/1/11,74,South,NM,Herbal Tea,Lemon,Decaf
7/1/11,159,South,NM,Coffee,Columbian,Regular
7/1/11,167,South,NM,Coffee,Decaf Irish Cream,Decaf
7/1/11,88,South,NM,Espresso,Caffe Latte,Regular
7/1/11,140,South,NM,Espresso,Caffe Mocha,Regular
7/1/11,102,South,NM,Espresso,Decaf Espresso,Decaf
7/1/11,132,South,OK,Herbal Tea,Chamomile,Decaf
7/1/11,294,South,OK,Herbal Tea,Lemon,Decaf
7/1/11,93,South,OK,Coffee,Columbian,Regular
7/1/11,56,South,OK,Coffee,Decaf Irish Cream,Decaf
7/1/11,333,South,OK,Espresso,Caffe Latte,Regular
7/1/11,44,South,OK,Espresso,Caffe Mocha,Regular
7/1/11,283,South,OK,Espresso,Decaf Espresso,Decaf
7/1/11,109,South,TX,Herbal Tea,Chamomile,Decaf
7/1/11,84,South,TX,Herbal Tea,Lemon,Decaf
7/1/11,562,South,TX,Coffee,Columbian,Regular
7/1/11,197,South,TX,Coffee,Decaf Irish Cream,Decaf
7/1/11,130,South,TX,Espresso,Caffe Latte,Regular
7/1/11,254,South,TX,Espresso,Caffe Mocha,Regular
7/1/11,228,South,TX,Espresso,Decaf Espresso,Decaf
7/1/11,102,West,UT,Tea,Earl Grey,Regular
7/1/11,88,West,UT,Tea,Green Tea,Regular
7/1/11,150,West,UT,Herbal Tea,Chamomile,Decaf
7/1/11,159,West,UT,Herbal Tea,Lemon,Decaf
7/1/11,167,West,UT,Herbal Tea,Mint,Decaf
7/1/11,140,West,UT,Tea,Darjeeling,Regular
7/1/11,131,West,UT,Coffee,Amaretto,Regular
7/1/11,99,West,UT,Coffee,Columbian,Regular
7/1/11,167,West,UT,Coffee,Decaf Irish Cream,Decaf
7/1/11,95,West,UT,Espresso,Caffe Latte,Regular
7/1/11,105,West,UT,Espresso,Caffe Mocha,Regular
7/1/11,86,West,UT,Espresso,Decaf Espresso,Decaf
7/1/11,228,West,CA,Tea,Earl Grey,Regular
7/1/11,130,West,CA,Tea,Green Tea,Regular
7/1/11,309,West,CA,Herbal Tea,Chamomile,Decaf
7/1/11,562,West,CA,Herbal Tea,Lemon,Decaf
7/1/11,197,West,CA,Herbal Tea,Mint,Decaf
7/1/11,254,West,CA,Tea,Darjeeling,Regular
7/1/11,86,West,CA,Coffee,Amaretto,Regular
7/1/11,904,West,CA,Coffee,Columbian,Regular
7/1/11,200,West,CA,Coffee,Decaf Irish Cream,Decaf
7/1/11,527,West,CA,Espresso,Caffe Latte,Regular
7/1/11,384,West,CA,Espresso,Caffe Mocha,Regular
7/1/11,672,West,CA,Espresso,Decaf Espresso,Decaf
7/1/11,672,West,NV,Tea,Darjeeling,Regular
7/1/11,527,West,NV,Tea,Earl Grey,Regular
7/1/11,27,West,NV,Tea,Green Tea,Regular
7/1/11,384,West,NV,Herbal Tea,Chamomile,Decaf
7/1/11,562,West,NV,Herbal Tea,Lemon,Decaf
7/1/11,373,West,NV,Herbal Tea,Mint,Decaf
7/1/11,81,West,NV,Coffee,Columbian,Regular
7/1/11,74,West,NV,Coffee,Decaf Irish Cream,Decaf
7/1/11,43,West,NV,Espresso,Caffe Latte,Regular
7/1/11,60,West,NV,Espresso,Caffe Mocha,Regular
7/1/11,49,West,NV,Espresso,Decaf Espresso,Decaf
7/1/11,44,West,OR,Tea,Darjeeling,Regular
7/1/11,283,West,OR,Tea,Earl Grey,Regular
7/1/11,333,West,OR,Tea,Green Tea,Regular
7/1/11,73,West,OR,Herbal Tea,Chamomile,Decaf
7/1/11,93,West,OR,Herbal Tea,Lemon,Decaf
7/1/11,94,West,OR,Coffee,Amaretto,Regular
7/1/11,93,West,OR,Coffee,Columbian,Regular
7/1/11,84,West,OR,Coffee,Decaf Irish Cream,Decaf
7/1/11,114,West,OR,Espresso,Caffe Latte,Regular
7/1/11,109,West,OR,Espresso,Caffe Mocha,Regular
7/1/11,288,West,OR,Espresso,Decaf Espresso,Decaf
7/1/11,103,West,WA,Tea,Darjeeling,Regular
7/1/11,89,West,WA,Tea,Earl Grey,Regular
7/1/11,112,West,WA,Tea,Green Tea,Regular
7/1/11,223,West,WA,Herbal Tea,Chamomile,Decaf
7/1/11,98,West,WA,Herbal Tea,Lemon,Decaf
7/1/11,209,West,WA,Coffee,Columbian,Regular
7/1/11,294,West,WA,Coffee,Decaf Irish Cream,Decaf
7/1/11,114,West,WA,Espresso,Caffe Latte,Regular
7/1/11,132,West,WA,Espresso,Caffe Mocha,Regular
7/1/11,187,West,WA,Espresso,Decaf Espresso,Decaf
8/1/11,288,Central,CO,Herbal Tea,Chamomile,Decaf
8/1/11,88,Central,CO,Herbal Tea,Lemon,Decaf
8/1/11,107,Central,CO,Herbal Tea,Mint,Decaf
8/1/11,108,Central,CO,Tea,Darjeeling,Regular
8/1/11,90,Central,CO,Tea,Earl Grey,Regular
8/1/11,154,Central,CO,Tea,Green Tea,Regular
8/1/11,298,Central,CO,Coffee,Amaretto,Regular
8/1/11,119,Central,CO,Coffee,Columbian,Regular
8/1/11,320,Central,CO,Coffee,Decaf Irish Cream,Decaf
8/1/11,243,Central,CO,Espresso,Caffe Mocha,Regular
8/1/11,130,Central,CO,Espresso,Decaf Espresso,Decaf
8/1/11,298,Central,IL,Herbal Tea,Chamomile,Decaf
8/1/11,119,Central,IL,Herbal Tea,Lemon,Decaf
8/1/11,320,Central,IL,Herbal Tea,Mint,Decaf
8/1/11,243,Central,IL,Tea,Darjeeling,Regular
8/1/11,130,Central,IL,Tea,Earl Grey,Regular
8/1/11,463,Central,IL,Coffee,Columbian,Regular
8/1/11,373,Central,IL,Coffee,Decaf Irish Cream,Decaf
8/1/11,681,Central,IL,Espresso,Caffe Mocha,Regular
8/1/11,527,Central,IL,Espresso,Decaf Espresso,Decaf
8/1/11,681,Central,IA,Herbal Tea,Chamomile,Decaf
8/1/11,373,Central,IA,Herbal Tea,Lemon,Decaf
8/1/11,527,Central,IA,Tea,Darjeeling,Regular
8/1/11,626,Central,IA,Tea,Earl Grey,Regular
8/1/11,62,Central,IA,Coffee,Amaretto,Regular
8/1/11,89,Central,IA,Coffee,Columbian,Regular
8/1/11,32,Central,IA,Coffee,Decaf Irish Cream,Decaf
8/1/11,57,Central,IA,Espresso,Caffe Mocha,Regular
8/1/11,43,Central,IA,Espresso,Decaf Espresso,Decaf
8/1/11,150,Central,MO,Herbal Tea,Chamomile,Decaf
8/1/11,138,Central,MO,Herbal Tea,Lemon,Decaf
8/1/11,104,Central,MO,Tea,Darjeeling,Regular
8/1/11,64,Central,MO,Tea,Earl Grey,Regular
8/1/11,85,Central,MO,Tea,Green Tea,Regular
8/1/11,159,Central,MO,Coffee,Columbian,Regular
8/1/11,109,Central,MO,Coffee,Decaf Irish Cream,Decaf
8/1/11,82,Central,MO,Espresso,Caffe Mocha,Regular
8/1/11,79,Central,MO,Espresso,Decaf Espresso,Decaf
8/1/11,41,Central,OH,Herbal Tea,Chamomile,Decaf
8/1/11,55,Central,OH,Herbal Tea,Lemon,Decaf
8/1/11,283,Central,OH,Tea,Darjeeling,Regular
8/1/11,275,Central,OH,Tea,Earl Grey,Regular
8/1/11,108,Central,OH,Espresso,Decaf Espresso,Decaf
8/1/11,107,Central,OH,Coffee,Amaretto,Regular
8/1/11,84,Central,OH,Coffee,Columbian,Regular
8/1/11,88,Central,OH,Coffee,Decaf Irish Cream,Decaf
8/1/11,288,Central,OH,Espresso,Caffe Mocha,Regular
8/1/11,125,Central,WI,Herbal Tea,Chamomile,Decaf
8/1/11,153,Central,WI,Herbal Tea,Lemon,Decaf
8/1/11,89,Central,WI,Tea,Darjeeling,Regular
8/1/11,104,Central,WI,Tea,Earl Grey,Regular
8/1/11,68,Central,WI,Espresso,Decaf Espresso,Decaf
8/1/11,139,Central,WI,Coffee,Amaretto,Regular
8/1/11,314,Central,WI,Coffee,Columbian,Regular
8/1/11,229,Central,WI,Coffee,Decaf Irish Cream,Decaf
8/1/11,224,Central,WI,Espresso,Caffe Mocha,Regular
8/1/11,159,East,CT,Herbal Tea,Lemon,Decaf
8/1/11,109,East,CT,Herbal Tea,Mint,Decaf
8/1/11,82,East,CT,Tea,Darjeeling,Regular
8/1/11,47,East,CT,Tea,Green Tea,Regular
8/1/11,104,East,CT,Espresso,Caffe Mocha,Regular
8/1/11,97,East,CT,Espresso,Decaf Espresso,Decaf
8/1/11,223,East,CT,Coffee,Columbian,Regular
8/1/11,68,East,FL,Herbal Tea,Chamomile,Decaf
8/1/11,139,East,FL,Herbal Tea,Lemon,Decaf
8/1/11,224,East,FL,Herbal Tea,Mint,Decaf
8/1/11,113,East,FL,Tea,Darjeeling,Regular
8/1/11,153,East,FL,Tea,Green Tea,Regular
8/1/11,314,East,FL,Espresso,Caffe Mocha,Regular
8/1/11,229,East,FL,Espresso,Decaf Espresso,Decaf
8/1/11,283,East,FL,Coffee,Columbian,Regular
8/1/11,275,East,FL,Coffee,Decaf Irish Cream,Decaf
8/1/11,108,East,MA,Herbal Tea,Lemon,Decaf
8/1/11,55,East,MA,Tea,Darjeeling,Regular
8/1/11,41,East,MA,Tea,Green Tea,Regular
8/1/11,104,East,MA,Espresso,Caffe Mocha,Regular
8/1/11,288,East,MA,Espresso,Regular Espresso,Regular
8/1/11,658,East,MA,Coffee,Columbian,Regular
8/1/11,85,East,NH,Herbal Tea,Lemon,Decaf
8/1/11,62,East,NH,Tea,Darjeeling,Regular
8/1/11,43,East,NH,Tea,Green Tea,Regular
8/1/11,150,East,NH,Espresso,Caffe Mocha,Regular
8/1/11,64,East,NH,Espresso,Regular Espresso,Regular
8/1/11,150,East,NH,Coffee,Amaretto,Regular
8/1/11,159,East,NH,Coffee,Columbian,Regular
8/1/11,647,East,NY,Herbal Tea,Lemon,Decaf
8/1/11,123,East,NY,Herbal Tea,Mint,Decaf
8/1/11,320,East,NY,Tea,Darjeeling,Regular
8/1/11,298,East,NY,Tea,Earl Grey,Regular
8/1/11,243,East,NY,Tea,Green Tea,Regular
8/1/11,77,East,NY,Espresso,Caffe Mocha,Regular
8/1/11,538,East,NY,Espresso,Regular Espresso,Regular
8/1/11,902,East,NY,Coffee,Columbian,Regular
8/1/11,174,South,LA,Herbal Tea,Chamomile,Decaf
8/1/11,159,South,LA,Herbal Tea,Lemon,Decaf
8/1/11,117,South,LA,Coffee,Columbian,Regular
8/1/11,153,South,LA,Coffee,Decaf Irish Cream,Decaf
8/1/11,104,South,LA,Espresso,Caffe Latte,Regular
8/1/11,125,South,LA,Espresso,Caffe Mocha,Regular
8/1/11,89,South,LA,Espresso,Decaf Espresso,Decaf
8/1/11,62,South,NM,Herbal Tea,Chamomile,Decaf
8/1/11,89,South,NM,Herbal Tea,Lemon,Decaf
8/1/11,159,South,NM,Coffee,Columbian,Regular
8/1/11,138,South,NM,Coffee,Decaf Irish Cream,Decaf
8/1/11,64,South,NM,Espresso,Caffe Latte,Regular
8/1/11,150,South,NM,Espresso,Caffe Mocha,Regular
8/1/11,104,South,NM,Espresso,Decaf Espresso,Decaf
8/1/11,139,South,OK,Herbal Tea,Chamomile,Decaf
8/1/11,314,South,OK,Herbal Tea,Lemon,Decaf
8/1/11,154,South,OK,Coffee,Columbian,Regular
8/1/11,55,South,OK,Coffee,Decaf Irish Cream,Decaf
8/1/11,275,South,OK,Espresso,Caffe Latte,Regular
8/1/11,41,South,OK,Espresso,Caffe Mocha,Regular
8/1/11,283,South,OK,Espresso,Decaf Espresso,Decaf
8/1/11,107,South,TX,Herbal Tea,Chamomile,Decaf
8/1/11,84,South,TX,Herbal Tea,Lemon,Decaf
8/1/11,672,South,TX,Coffee,Columbian,Regular
8/1/11,119,South,TX,Coffee,Decaf Irish Cream,Decaf
8/1/11,130,South,TX,Espresso,Caffe Latte,Regular
8/1/11,298,South,TX,Espresso,Caffe Mocha,Regular
8/1/11,243,South,TX,Espresso,Decaf Espresso,Decaf
8/1/11,150,West,UT,Tea,Darjeeling,Regular
8/1/11,104,West,UT,Tea,Earl Grey,Regular
8/1/11,64,West,UT,Tea,Green Tea,Regular
8/1/11,150,West,UT,Herbal Tea,Chamomile,Decaf
8/1/11,159,West,UT,Herbal Tea,Lemon,Decaf
8/1/11,138,West,UT,Herbal Tea,Mint,Decaf
8/1/11,109,West,UT,Coffee,Amaretto,Regular
8/1/11,97,West,UT,Coffee,Columbian,Regular
8/1/11,159,West,UT,Coffee,Decaf Irish Cream,Decaf
8/1/11,79,West,UT,Espresso,Caffe Latte,Regular
8/1/11,174,West,UT,Espresso,Caffe Mocha,Regular
8/1/11,82,West,UT,Espresso,Decaf Espresso,Decaf
8/1/11,298,West,CA,Tea,Darjeeling,Regular
8/1/11,243,West,CA,Tea,Earl Grey,Regular
8/1/11,130,West,CA,Tea,Green Tea,Regular
8/1/11,320,West,CA,Herbal Tea,Chamomile,Decaf
8/1/11,672,West,CA,Herbal Tea,Lemon,Decaf
8/1/11,119,West,CA,Herbal Tea,Mint,Decaf
8/1/11,86,West,CA,Coffee,Amaretto,Regular
8/1/11,902,West,CA,Coffee,Columbian,Regular
8/1/11,165,West,CA,Coffee,Decaf Irish Cream,Decaf
8/1/11,527,West,CA,Espresso,Caffe Latte,Regular
8/1/11,408,West,CA,Espresso,Caffe Mocha,Regular
8/1/11,681,West,CA,Espresso,Decaf Espresso,Decaf
8/1/11,681,West,NV,Tea,Darjeeling,Regular
8/1/11,527,West,NV,Tea,Earl Grey,Regular
8/1/11,21,West,NV,Tea,Green Tea,Regular
8/1/11,408,West,NV,Herbal Tea,Chamomile,Decaf
8/1/11,463,West,NV,Herbal Tea,Lemon,Decaf
8/1/11,373,West,NV,Herbal Tea,Mint,Decaf
8/1/11,85,West,NV,Coffee,Columbian,Regular
8/1/11,89,West,NV,Coffee,Decaf Irish Cream,Decaf
8/1/11,43,West,NV,Espresso,Caffe Latte,Regular
8/1/11,62,West,NV,Espresso,Caffe Mocha,Regular
8/1/11,57,West,NV,Espresso,Decaf Espresso,Decaf
8/1/11,41,West,OR,Tea,Darjeeling,Regular
8/1/11,283,West,OR,Tea,Earl Grey,Regular
8/1/11,275,West,OR,Tea,Green Tea,Regular
8/1/11,61,West,OR,Herbal Tea,Chamomile,Decaf
8/1/11,154,West,OR,Herbal Tea,Lemon,Decaf
8/1/11,88,West,OR,Coffee,Amaretto,Regular
8/1/11,113,West,OR,Coffee,Columbian,Regular
8/1/11,84,West,OR,Coffee,Decaf Irish Cream,Decaf
8/1/11,108,West,OR,Espresso,Caffe Latte,Regular
8/1/11,107,West,OR,Espresso,Caffe Mocha,Regular
8/1/11,288,West,OR,Espresso,Decaf Espresso,Decaf
8/1/11,125,West,WA,Tea,Darjeeling,Regular
8/1/11,89,West,WA,Tea,Earl Grey,Regular
8/1/11,104,West,WA,Tea,Green Tea,Regular
8/1/11,223,West,WA,Herbal Tea,Chamomile,Decaf
8/1/11,117,West,WA,Herbal Tea,Lemon,Decaf
8/1/11,209,West,WA,Coffee,Columbian,Regular
8/1/11,314,West,WA,Coffee,Decaf Irish Cream,Decaf
8/1/11,68,West,WA,Espresso,Caffe Latte,Regular
8/1/11,139,West,WA,Espresso,Caffe Mocha,Regular
8/1/11,224,West,WA,Espresso,Decaf Espresso,Decaf
9/1/11,330,Central,CO,Herbal Tea,Chamomile,Decaf
9/1/11,134,Central,CO,Herbal Tea,Lemon,Decaf
9/1/11,133,Central,CO,Herbal Tea,Mint,Decaf
9/1/11,109,Central,CO,Tea,Darjeeling,Regular
9/1/11,120,Central,CO,Tea,Earl Grey,Regular
9/1/11,149,Central,CO,Tea,Green Tea,Regular
9/1/11,322,Central,CO,Coffee,Amaretto,Regular
9/1/11,141,Central,CO,Coffee,Columbian,Regular
9/1/11,261,Central,CO,Coffee,Decaf Irish Cream,Decaf
9/1/11,212,Central,CO,Espresso,Caffe Mocha,Regular
9/1/11,160,Central,CO,Espresso,Decaf Espresso,Decaf
9/1/11,322,Central,IL,Herbal Tea,Chamomile,Decaf
9/1/11,141,Central,IL,Herbal Tea,Lemon,Decaf
9/1/11,261,Central,IL,Herbal Tea,Mint,Decaf
9/1/11,212,Central,IL,Tea,Darjeeling,Regular
9/1/11,160,Central,IL,Tea,Earl Grey,Regular
9/1/11,412,Central,IL,Coffee,Columbian,Regular
9/1/11,318,Central,IL,Coffee,Decaf Irish Cream,Decaf
9/1/11,628,Central,IL,Espresso,Caffe Mocha,Regular
9/1/11,531,Central,IL,Espresso,Decaf Espresso,Decaf
9/1/11,628,Central,IA,Herbal Tea,Chamomile,Decaf
9/1/11,318,Central,IA,Herbal Tea,Lemon,Decaf
9/1/11,531,Central,IA,Tea,Darjeeling,Regular
9/1/11,716,Central,IA,Tea,Earl Grey,Regular
9/1/11,46,Central,IA,Espresso,Decaf Espresso,Decaf
9/1/11,51,Central,IA,Coffee,Amaretto,Regular
9/1/11,77,Central,IA,Coffee,Columbian,Regular
9/1/11,37,Central,IA,Coffee,Decaf Irish Cream,Decaf
9/1/11,62,Central,IA,Espresso,Caffe Mocha,Regular
9/1/11,113,Central,MO,Herbal Tea,Chamomile,Decaf
9/1/11,123,Central,MO,Herbal Tea,Lemon,Decaf
9/1/11,97,Central,MO,Tea,Darjeeling,Regular
9/1/11,58,Central,MO,Tea,Earl Grey,Regular
9/1/11,97,Central,MO,Tea,Green Tea,Regular
9/1/11,84,Central,MO,Espresso,Decaf Espresso,Decaf
9/1/11,160,Central,MO,Coffee,Columbian,Regular
9/1/11,145,Central,MO,Coffee,Decaf Irish Cream,Decaf
9/1/11,115,Central,MO,Espresso,Caffe Mocha,Regular
9/1/11,53,Central,OH,Herbal Tea,Chamomile,Decaf
9/1/11,77,Central,OH,Herbal Tea,Lemon,Decaf
9/1/11,265,Central,OH,Tea,Darjeeling,Regular
9/1/11,245,Central,OH,Tea,Earl Grey,Regular
9/1/11,109,Central,OH,Espresso,Decaf Espresso,Decaf
9/1/11,133,Central,OH,Coffee,Amaretto,Regular
9/1/11,114,Central,OH,Coffee,Columbian,Regular
9/1/11,134,Central,OH,Coffee,Decaf Irish Cream,Decaf
9/1/11,330,Central,OH,Espresso,Caffe Mocha,Regular
9/1/11,161,Central,WI,Herbal Tea,Chamomile,Decaf
9/1/11,134,Central,WI,Herbal Tea,Lemon,Decaf
9/1/11,120,Central,WI,Tea,Darjeeling,Regular
9/1/11,159,Central,WI,Tea,Earl Grey,Regular
9/1/11,81,Central,WI,Espresso,Decaf Espresso,Decaf
9/1/11,159,Central,WI,Coffee,Amaretto,Regular
9/1/11,238,Central,WI,Coffee,Columbian,Regular
9/1/11,212,Central,WI,Coffee,Decaf Irish Cream,Decaf
9/1/11,194,Central,WI,Espresso,Caffe Mocha,Regular
9/1/11,160,East,CT,Herbal Tea,Lemon,Decaf
9/1/11,145,East,CT,Herbal Tea,Mint,Decaf
9/1/11,115,East,CT,Tea,Darjeeling,Regular
9/1/11,61,East,CT,Tea,Green Tea,Regular
9/1/11,159,East,CT,Espresso,Caffe Mocha,Regular
9/1/11,120,East,CT,Espresso,Decaf Espresso,Decaf
9/1/11,275,East,CT,Coffee,Columbian,Regular
9/1/11,81,East,FL,Herbal Tea,Chamomile,Decaf
9/1/11,159,East,FL,Herbal Tea,Lemon,Decaf
9/1/11,194,East,FL,Herbal Tea,Mint,Decaf
9/1/11,93,East,FL,Tea,Darjeeling,Regular
9/1/11,134,East,FL,Tea,Green Tea,Regular
9/1/11,238,East,FL,Espresso,Caffe Mocha,Regular
9/1/11,212,East,FL,Espresso,Decaf Espresso,Decaf
9/1/11,265,East,FL,Coffee,Columbian,Regular
9/1/11,245,East,FL,Coffee,Decaf Irish Cream,Decaf
9/1/11,109,East,MA,Herbal Tea,Lemon,Decaf
9/1/11,77,East,MA,Tea,Darjeeling,Regular
9/1/11,53,East,MA,Tea,Green Tea,Regular
9/1/11,104,East,MA,Espresso,Caffe Mocha,Regular
9/1/11,330,East,MA,Espresso,Regular Espresso,Regular
9/1/11,614,East,MA,Coffee,Columbian,Regular
9/1/11,97,East,NH,Herbal Tea,Lemon,Decaf
9/1/11,51,East,NH,Tea,Darjeeling,Regular
9/1/11,46,East,NH,Tea,Green Tea,Regular
9/1/11,113,East,NH,Espresso,Caffe Mocha,Regular
9/1/11,58,East,NH,Espresso,Regular Espresso,Regular
9/1/11,128,East,NH,Coffee,Amaretto,Regular
9/1/11,148,East,NH,Coffee,Columbian,Regular
9/1/11,577,East,NY,Herbal Tea,Lemon,Decaf
9/1/11,119,East,NY,Herbal Tea,Mint,Decaf
9/1/11,261,East,NY,Tea,Darjeeling,Regular
9/1/11,322,East,NY,Tea,Earl Grey,Regular
9/1/11,212,East,NY,Tea,Green Tea,Regular
9/1/11,72,East,NY,Espresso,Caffe Mocha,Regular
9/1/11,604,East,NY,Espresso,Regular Espresso,Regular
9/1/11,842,East,NY,Coffee,Columbian,Regular
9/1/11,169,South,LA,Herbal Tea,Chamomile,Decaf
9/1/11,160,South,LA,Herbal Tea,Lemon,Decaf
9/1/11,127,South,LA,Coffee,Columbian,Regular
9/1/11,134,South,LA,Coffee,Decaf Irish Cream,Decaf
9/1/11,159,South,LA,Espresso,Caffe Latte,Regular
9/1/11,161,South,LA,Espresso,Caffe Mocha,Regular
9/1/11,120,South,LA,Espresso,Decaf Espresso,Decaf
9/1/11,51,South,NM,Herbal Tea,Chamomile,Decaf
